source_sentence,target_sentence
"Ở dưới quê người ta hay xáng bịnh lắm, trên này ít hơn.","Ở dưới quê người ta hay mới đổ bệnh lắm, trên này ít hơn."
"Hẹn hôm khác đi, mai tui mắc công việc cả ngày rồi.","Hẹn hôm khác đi, ngày mai tôi bận việc cả ngày rồi."
Nhìn ngay cái trái cổ là nhận ra đàn ông chớ gì nữa.,Quan sát yết hầu là đủ để nhận biết giới tính nam.
Con chan nước mắm vừa vừa thôi Coi chừng mặn đó,Con tưới nước mắm ít thôi kẻo mặn đấy
Ổng chỉ có ông nội con nít... tối ngày ăn nhậu,Ông ấy tính tình như trẻ con... tối ngày chỉ biết nhậu nhẹt
"Mấy cái bánh nầy ngọt quá, tui hổng ăn được đâu.","Mấy cái bánh này ngọt quá, tôi không ăn được đâu."
Từ ngày trúng mùa sầu riêng là nhà ổng lên hương thấy rõ.,Từ ngày trúng mùa sầu riêng là nhà ông ấy phất lên thấy rõ.
"Đi khui hụi lẹ đi chị Hai, tui cần tiền gấp quá chừng luôn nè.","Đi mở họ nhanh đi chị Hai, tôi cần tiền gấp quá chừng luôn nè."
"Nó đi xàng xê qua lại, nhìn hổng được đẹp mắt cho lắm.",Dáng đi vẹo vọ khiến người nhìn không mấy thiện cảm.
Anh em nhà nó rinh cả giải nhất lẫn giải nhì rồi còn gì nữa.,Anh em nhà nó ẵm cả giải nhất lẫn giải nhì rồi còn gì nữa.
"Đụng chuyện với bả là mệt, cái miệng sắc bén thấy mồ.",Không ai muốn tranh cãi với bà ấy vì bà ấy rất chua ngoa.
"Đường đông nghẹt, xe chạy cà nhích cà nhích mãi mới tới nhà.","Đường đông nghẹt, xe nhích từng tí một mãi mới tới nhà."
"Mấy cái áo tay giún vầy giờ ai mặc nữa, lỗi thời rồi ông ơi.","Mấy cái áo tay bồng nhăn này giờ lỗi mốt rồi, không ai mặc nữa."
"Thôi kệ đi, vợ chồng người ta vãn hát rồi.","Thôi bỏ qua đi, hai vợ chồng họ đã làm hòa rồi."
"Mấy thằng ba láp, hứa cho đã rồi không tới","Mấy gã lôm côm, hứa cho lắm rồi không tới"
"Hổm rày mấy đứa cứ vảnh hoài, có chuyện gì vậy?","Dạo này mấy đứa cứ vểnh mãi, có chuyện gì vậy?"
"Đói bụng quá, bưng tô cơm lên là nó nuốt trộng hết sạch.","Đói bụng quá, bưng tô cơm lên là nó nuốt chửng hết sạch."
Làm trò đú đởn vầy là hổng tốt thiệt sự.,Làm trò đú đởn thế này là không tốt thật sự.
"Hổm rày tụi nó cứ vất vưởng hoài, có chuyện gì vậy?","Dạo này bọn chúng cứ sống lay lắt mãi, có chuyện gì vậy?"
"Mày nói khơi khơi quá trời, ai đoán nổi đâu.",Cậu nói không rõ ràng nên người khác khó mà hiểu được.
Đang ngồi sên mứt dừa đón Tết.,Đang ngồi rim mứt dừa đón Tết.
Ổng vớt mớ bọt cá lia thia ngoài ruộng đặng đem về ép đẻ.,Ông ấy vớt mớ bọt cá cờ ngoài ruộng để mang về ép đẻ.
Mang theo áo mưa hờ trời đổ dông bất ngờ đó bà ơi.,Mang theo áo mưa phòng khi trời đổ dông bất ngờ đấy bà ơi.
"Thấy gia đình họ đơn chiếc, khổ cực, tôi đến giúp họ vài bữa, coi như làm công quả vậy mà","Thấy gia đình họ neo đơn khổ cực, tôi tới giúp vài hôm coi như làm việc thiện tích đức"
Hổng biết ai cắm cây nò giữa sông mà khéo dữ vậy ta.,Không biết ai đã cắm cọc báo hiệu giữa sông rất khéo léo như vậy.
"Súng xa lắc mà nó bắn trúng ngay óc o, tài quá chừng.","Súng xa lắc mà nó bắn trúng ngay hồng tâm, tài quá chừng."
Loại bông sen này cắm chừng hai ngày là rụng cánh sạch.,Loại hoa sen này cắm chỉ được một hai ngày là rụng cánh.
Tui nghe nói nó nói xấu mày nhiều lắm đó.,tôi nghe nói nó nói xấu sau lưng cậu nhiều lắm đấy.
"Khỏe trong người vầy tui thấy vui ghê, hổng còn bịnh nữa.","Khỏe trong người thế này tôi thấy vui ghê, không còn ốm nữa."
Chuyện làm ăn chứ đâu phải chỗ đùa giỡn.,Chuyện làm ăn chứ đâu phải chỗ đùa cợt.
"Ông Sáu chỉ cách xin keo, ai cũng chăm chú lắng nghe.","Ông Sáu chỉ cách cầu xin may mắn, ai cũng chăm chú lắng nghe."
Bộ phim này có mấy cảnh hành động giựt gân coi thót tim.,Bộ phim này có mấy cảnh hành động giật gân xem thót tim.
"Hổng biết sao mà bà ta lẫn lộ tùm lum, chuyện nào ra chuyện nấy hổng xong.","Không biết sao mà bà ta lẫn lộn lung tung, chuyện nào ra chuyện nấy không xong."
"Tao có mặt lúc đó nên biết rõ, hổng phải chuyện đặt điều đâu.",Tôi có mặt tại hiện trường nên biết đây là sự thật.
"Để nó cứ nẵng nỉ hoài vầy tui bực bội quá à, đừng có làm vậy nữa.","Để nó cứ nài nỉ mãi thế này tôi bực bội quá à, đừng có làm vậy nữa."
Đang ngồi coi tivi mà ổng ngủ gục hồi nào không hay.,Đang ngồi xem tivi mà ông ấy ngủ gật lúc nào không biết.
"Tôi đứng ngoài nghe lá chá, tiếng được tiếng mất","Tôi đứng ngoài nghe loáng thoáng, tiếng được tiếng mất"
Mới sáng sớm là gặp cái cảnh chệc chìm tàu rồi,Mới sáng sớm đã om sòm ồn ào như cái chợ vỡ rồi
"Bao gạo này bự dữ thần, ăn cẩu mấy tháng trời chưa cạn.","Bao gạo này to kinh khủng, ăn đến mấy tháng trời chưa cạn."
"Mấy thằng làng xã do ăn lót của dân mà làm giàu, chứ có biết làm ăn gì","Mấy chức dịch làng xã do nhận tiền đút lót của dân mà làm giàu, chứ có biết làm ăn gì"
"Bông súng chấm mắm kho, ăn là ghiền luôn.","Bông súng chấm mắm kho, ăn vào là nghiện luôn."
"Ở đây toàn mấy ông không hà, hổng có chị em nào hết.","Ở đây chỉ có nam giới, không có phụ nữ."
"Đừng ăn hàng quán hoài, bệnh đó nhen.","Đừng ăn hàng quán mãi, bệnh đấy nhé."
"Ở dưới quê người ta hay trong khe lắm, trên này ít hơn.","Ở dưới quê người ta hay rất trong vắt lắm, trên này ít hơn."
Con đâu có khờ như mấy cha trạng sư với bác vật đó.,Con không ngây ngô như những người luật sư hay kỹ sư ấy.
"Chuyện xào khô này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện sàm sỡ phụ nữ này nghe lạ nhưng thật đó, tớ chứng kiến."
"Thấy thằng nhỏ chạy qua đây vầy tui mừng ghê, nó đi đâu rồi?","Thấy cậu bé chạy ngang qua đây thế này tôi mừng ghê, nó đi đâu rồi?"
Cặp lục bình được đặt lên bàn thờ,Cặp lộc bình được đặt lên bàn thờ
Tối mà tụi con chơi chui vô lờm coi chừng rắn rết đó nghen.,Tối mà các con chơi chui vào lùm cây coi chừng rắn rết đó nhé.
Má ôm úm một hồi là người ấm lên thôi.,Mẹ giữ ấm cho một lúc thì cơ thể sẽ ấm trở lại.
"Kiếm giùm má gói bột nêm coi, nồi canh còn chờ đó.",Lấy giúp mẹ gói hạt nêm để hoàn thành nồi canh.
Tô phở mà thiếu ngò gai với rau quế là bớt ngon thấy rõ luôn.,Bát phở thiếu mùi tàu và húng quế sẽ giảm hẳn hương vị.
"Ao bự cỡ hai tầm sào đó nghen, hổng nhỏ đâu.",Ao này rộng vào khoảng năm mét hoặc hơn.
"Mèn đét ơi, dính vô ma tuý là người ngợm ốm ròm trớt quớt hết trơn vậy đó.","Trời đất ơi, dính vào ma túy là người ngợm gầy giơ xương chán ngắt hết cả như vậy đấy."
Một chục xoài chỉ có ba trái này là bự chảng,Mười quả xoài chỉ có ba quả này là to nhất
"Mấy chỗ trầy này cứ tăn tăn ngứa ngáy, mầy xem giùm tui đi.","Mấy chỗ trầy này cứ đau nhức nhè nhẹ ngứa ngáy, cậu xem giúp tôi đi."
Con nhỏ đó lanh chanh mà dễ thương ghê.,Cô bé đó nhanh nhẹn và đáng mến.
Lội dưới mấy cái mương cỏ coi chừng bị đèn cắn đó nghe,Lội dưới mương cỏ cẩn thận bị rắn đẻn cắn đấy nhé
"Ông Tư ném cho Văn cái can xăng, bảo đoạn nguy hiểm nè, coi chừng lật ghe.","Ông Tư ném cho Văn cái can còn ít xăng, bảo, tới đoạn nguy hiểm nhé, coi chừng lật thuyền."
"Ở dưới quê người ta hay vếch râu lắm, trên này ít hơn.","Ở dưới quê người ta hay vểnh râu tự đắc lắm, trên này ít hơn."
"Con Lan thêm mắm dặm muối hoài, nghe riết thành quen tai.",Lan thường cường điệu mọi việc nên tôi đã quen với cách nói đó.
"Đồ tào lao vậy rinh về làm gì, phí tiền quá trời.",Mua những thứ như vậy chỉ làm lãng phí tiền bạc.
Đang ngồi không cái tự nhiên tui nhớ chuyện hồi xưa quá chừng.,"Đang ngồi yên, tôi bỗng nhớ đến những chuyện ngày trước."
"Con chị gói khéo, con em buộc đùm","Cô chị gói khéo, cô em buộc túm vụng về"
Bè cá giúp bà con ở đây làm ăn phát đạt lắm.,Mô hình nuôi cá lồng bè đã giúp nhiều hộ phát triển kinh tế.
Chưa gắn lái thì sao mà lái ghe được.,Chưa gắn lái thì sao mà lái thuyền được.
"Bữa nay tui tính đi thăm vườn sầu riêng của ông Tư, trái sai oằn luôn.","Hôm nay tôi định đi thăm vườn sầu riêng của ông Tư, quả sai trĩu cành lắm."
Nhà chú Ba mới trúng đậm vụ thu hoạch ngoài vuông tôm.,Nhà chú Ba mới trúng đậm vụ thu hoạch ngoài ao nuôi tôm.
Đem cá khô ra phơi trên cái xề cho nắng ăn nghen.,Mang cá khô ra phơi trên chiếc mẹt cho khô đều.
"Mấy cái thằng đó, chúng làm tàng lắm anh ơi","Mấy cái thằng đó, chúng nó ngang ngược lắm anh ơi"
"Nó lo liệu chuyện tự ên hết, chuyện nghe lạ mà thiệt, tao chứng kiến từ đầu luôn á nghe hôn.","Nó lo liệu chuyện tự mình hết, chuyện nghe lạ mà thật, tôi chứng kiến từ đầu luôn đấy nghe chưa."
Hông có mấy cây đài ở mỗi cây thốt nốt đó thì làm sao lấy trái được hả mậy?,Không có mấy chiếc thang tre gác ở thân mỗi cây thốt nốt đó thì làm sao trèo lấy quả được hả bạn?
Chỗ gan ruột anh ấy mới nói với mày,Chỗ thân tình anh ấy mới kể cho cậu nghe đấy
Biết bao nhiêu công chuyện lớn nhỏ chờ ổng lo đó nghen.,Anh ấy còn rất nhiều việc quan trọng cần phải xử lý.
"Bả đi xa nên đem theo cái khâu vàng, hờ cơ hết tiền","Bà ấy đi xa nên mang theo chiếc nhẫn vàng, phòng khi cạn tiền"
Tụi bây lượm được hôn? Tao ngó thấy từ nãy giờ rồi đó.,Các bạn nhặt được chưa? Tôi đã nhìn thấy từ lúc nãy.
Nó làm chuyện trớt quớt nên tui bực hết sức.,Nó làm điều vô lý khiến tôi rất khó chịu.
"Chuyện tửa này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện sinh ra dòi bọ này nghe lạ nhưng thật đó, tớ chứng kiến."
Tờ giấy này phải xếp làm bốn mới bỏ vừa nghen.,Tờ giấy này cần gấp thành bốn phần mới vừa chỗ.
Muốn kiếm trứng nhạn ăn thì phải lòn Hang Mai mới được.,Muốn lấy được trứng nhạn thì phải đi qua Hang Mai.
"Con Lan hay nói tới chuyện quán cóc hoài, tao quen tai rồi.","Con Lan hay nói tới chuyện hàng quán nhỏ ven đường mãi, tớ quen tai rồi."
"Cái nạng cây đó làm điểm tựa, leo cái một là tới.",Chạc cây đó có thể dùng làm chỗ đặt chân để leo lên.
"Má dọa quánh đòn, con nhỏ giận dỗi gom quần áo đòi đi bụi.","Mẹ dọa đánh đòn, con bé giận dỗi gom quần áo đòi bỏ nhà đi."
Gió hiu hiu vầy là mát thiệt đó.,Gió hiu hiu thế này là mát thật đấy.
Con lấy giẻ chùi cái tủ búp phê cho sạch sẽ nghen.,Con hãy lau sạch chiếc tủ đựng thực phẩm nhé.
"Có góp ý cũng đừng nói căng quá, người ta buồn đó mậy.",Khi góp ý không nên dùng lời lẽ quá gay gắt.
"Chuối non nấu lên xảm xì lắm, ăn hổng khoái đâu.",Chuối non nấu lên khá chát nên ăn không ngon lắm.
"Cái xuồng mục nát, nước vô muốn chìm rồi kìa.","Cái xuồng hỏng rồi, nước tràn vào sắp chìm rồi kìa."
"Trái cây thúi rồi đó, giữ lại cũng hổng ăn được đâu.",Trái cây đã thối nên không thể sử dụng được nữa.
"Giải thích cho tụi nhỏ về tụi bây vầy, tụi nó hiểu chuyện hơn rồi đó.","Giải thích cho bọn nhỏ về bọn mày thế này, bọn chúng hiểu chuyện hơn rồi đó."
Để mình mẩy loi ngoi lót ngót,Để người ngợm ướt sũng lóp ngóp
Bịnh phung chữa sớm thì không có vấn đề chi mà sợ,Bệnh phong chữa sớm thì không có vấn đề gì phải sợ
"Hổm rày ổng uể oải dữ lắm, nuốt hổng được bao nhiêu.",Dạo này ông ấy rất mệt nên không ăn được nhiều.
"Anh nói quách ra đi, cứ ba đồng bảy đỗi hoài tốn thời gian quá.","Anh nói toẹt ra đi, cứ vòng vo mãi tốn thời gian quá."
"Thằng chả đang giăng bẫy đó nghen, thả mồi cho mày cắn câu thôi.",Anh ta đang dùng mánh khóe để lôi kéo cậu vào cuộc chơi lớn hơn.
Mốc cùi! Nó đừng hòng mở miệng,Sức mấy! Nó đừng hòng mở miệng
"cháng ba, chạng ba cái cây này",Chỗ cây chia làm ba nhánh
"Cái ướt dầm vầy mà con nhớ dai ghê, con giỏi đó.","Cái ướt sũng thế này mà con nhớ dai ghê, con giỏi đó."
"Đứng ngồi lôm chôm hoài hà nghe hôn cha nội, lo sửa sang áo quần đặng đi đám tiệc giàn giá coi.","Đứng ngồi nhấp nhổm mãi thôi nghe chưa ông anh, lo sửa sang quần áo để đi tiệc tùng bày biện linh đình xem."
Ngồi trân từ sáng tới trưa luôn đó nghen.,Ngồi liên tục cả buổi sáng mà không thay đổi vị trí.
Mấy đứa lau hau xóm mình chạy nhảy suốt ngày.,Mấy đứa trẻ nghịch ngợm trong khu này luôn chạy nhảy liên tục.
"Chuyện quá chồng bác Tư nói tới lui miết, tao thuộc lòng luôn.",Bác Tư nhắc mãi chuyện người phụ nữ ở vậy sau khi chồng mất nên tôi nhớ rõ.
Lươn um rau ngổ ăn là hết sảy luôn.,Lươn om rau ngổ là món ngon nhất.
Làm gì mà thở nghe cái hì dữ vậy.,Làm chuyện gì mà thở hổn hển mạnh bạo thế.
Cái ghe nửa sạc này kiếm được giá ngon lành lắm.,Chiếc thuyền cũ này được mua với mức giá rất tốt.
"Món đó bỏ lâu rồi, tửa giòi hết trơn kìa.",Món ăn đó đã để quá lâu và đã xuất hiện dòi.
Con chui ở đâu mà mình mẩy có luôm có sọc vậy chớ.,Con chui ở đâu mà người ngợm có vệt bẩn vệt sọc vậy chứ.
Đồ ăn hết ráo trọi mà tụi nhỏ vẫn đòi thêm.,Đồ ăn hết tất cả mà bọn nhỏ vẫn đòi thêm.
Ba cái nấm mối ăn ngon,Mấy cái nấm mối ăn ngon
Ham đánh bài mà bỏ bê cha bệnh.,Ham đánh bài mà bỏ bê bố bệnh.
